source,target
FRENCH PIRATE #2,COMMITTEE GENERAL
SHIELD AGENT #1,COMMITTEE GENERAL
SMITHSONIAN GUARD,COMMITTEE GENERAL
COUNCILMAN HAWLEY,COMMITTEE GENERAL
TEXT MESSAGE,COMMITTEE GENERAL
QUINJET PILOT,COMMITTEE GENERAL
OLD FOOTAGE RECORDING,COMMITTEE GENERAL
SHIELD PILOT,COMMITTEE GENERAL
FEMALE NURSE,COMMITTEE GENERAL
HYDRA DISPATCH,COMMITTEE GENERAL
SCIENTIST #1,COMMITTEE GENERAL
COUNCILMAN YEN,COMMITTEE GENERAL
MAN ON PA,COMMITTEE GENERAL
WOMAN ON PA,COMMITTEE GENERAL
COUNCILWOMAN HAWLEY,COMMITTEE GENERAL
GEORGES BATROC,COMMITTEE GENERAL
SCUDDER,COMMITTEE GENERAL
SHIELD AGENT #2,COMMITTEE GENERAL
STRIKE AGENT,COMMITTEE GENERAL
RENATA,COMMITTEE GENERAL
FEMALE WAR VETERAN,COMMITTEE GENERAL
THE SMITHSONIAN NARRATOR,COMMITTEE GENERAL
MALE NURSE,COMMITTEE GENERAL
FRENCH PIRATE,COMMITTEE GENERAL
COUNCILMAN SINGH,COMMITTEE GENERAL
SERGEANT DUFFY,COMMITTEE GENERAL
PILOT,COMMITTEE GENERAL
FRENCH PIRATE #1,COMMITTEE GENERAL
COMPUTER,COMMITTEE GENERAL
SHIELD TECH,COMMITTEE GENERAL
DOCTOR,COMMITTEE GENERAL
DR. LIST,COMMITTEE GENERAL
COUNCILMAN ROCKWELL,COMMITTEE GENERAL
SHIELD COMPUTER,COMMITTEE GENERAL
FURY'S CAR,COMMITTEE GENERAL
SHIELD AGENT,COMMITTEE GENERAL
JASPER SITWELL,COMMITTEE GENERAL
SENATOR STERN,COMMITTEE GENERAL
SHARON CARTER,COMMITTEE GENERAL
DR. ARNIM ZOLA,COMMITTEE GENERAL
MARIA HILL,COMMITTEE GENERAL
PEGGY CARTER,COMMITTEE GENERAL
SAM WILSON,COMMITTEE GENERAL
NICK FURY,COMMITTEE GENERAL
NATASHA ROMANOFF,COMMITTEE GENERAL
STEVE ROGERS,COMMITTEE GENERAL
STRIKE AGENT #3,FEMALE WAR VETERAN
STRIKE AGENT #1,FEMALE WAR VETERAN
STRIKE AGENT #2,FEMALE WAR VETERAN
SHIELD AGENT #3,FEMALE WAR VETERAN
JACK ROLLINS,FEMALE WAR VETERAN
FRENCH PIRATE #2,FEMALE WAR VETERAN
SHIELD AGENT #1,FEMALE WAR VETERAN
SMITHSONIAN GUARD,FEMALE WAR VETERAN
TEXT MESSAGE,FEMALE WAR VETERAN
QUINJET PILOT,FEMALE WAR VETERAN
OLD FOOTAGE RECORDING,FEMALE WAR VETERAN
SHIELD PILOT,FEMALE WAR VETERAN
HYDRA DISPATCH,FEMALE WAR VETERAN
SCIENTIST #1,FEMALE WAR VETERAN
MAN ON PA,FEMALE WAR VETERAN
WOMAN ON PA,FEMALE WAR VETERAN
GEORGES BATROC,FEMALE WAR VETERAN
SCUDDER,FEMALE WAR VETERAN
SHIELD AGENT #2,FEMALE WAR VETERAN
STRIKE AGENT,FEMALE WAR VETERAN
RENATA,FEMALE WAR VETERAN
THE SMITHSONIAN NARRATOR,FEMALE WAR VETERAN
MALE NURSE,FEMALE WAR VETERAN
FRENCH PIRATE,FEMALE WAR VETERAN
SERGEANT DUFFY,FEMALE WAR VETERAN
PILOT,FEMALE WAR VETERAN
FRENCH PIRATE #1,FEMALE WAR VETERAN
SHIELD TECH,FEMALE WAR VETERAN
SHIELD COMPUTER,FEMALE WAR VETERAN
FURY'S CAR,FEMALE WAR VETERAN
SHIELD AGENT,FEMALE WAR VETERAN
JASPER SITWELL,FEMALE WAR VETERAN
SENATOR STERN,FEMALE WAR VETERAN
SHARON CARTER,FEMALE WAR VETERAN
MARIA HILL,FEMALE WAR VETERAN
PEGGY CARTER,FEMALE WAR VETERAN
SAM WILSON,FEMALE WAR VETERAN
NICK FURY,FEMALE WAR VETERAN
NATASHA ROMANOFF,FEMALE WAR VETERAN
STEVE ROGERS,FEMALE WAR VETERAN
STRIKE AGENT #3,RENATA
STRIKE AGENT #1,RENATA
STRIKE AGENT #2,RENATA
SHIELD AGENT #3,RENATA
SHIELD AGENT #1,RENATA
SMITHSONIAN GUARD,RENATA
TEXT MESSAGE,RENATA
SHIELD PILOT,RENATA
SCIENTIST #1,RENATA
WOMAN ON PA,RENATA
SCUDDER,RENATA
SHIELD AGENT #2,RENATA
STRIKE AGENT,RENATA
THE SMITHSONIAN NARRATOR,RENATA
SERGEANT DUFFY,RENATA
SHIELD TECH,RENATA
SHIELD COMPUTER,RENATA
SHIELD AGENT,RENATA
SENATOR STERN,RENATA
SHARON CARTER,RENATA
SAM WILSON,RENATA
STEVE ROGERS,RENATA
STRIKE AGENT #3,STRIKE AGENT
STRIKE AGENT #1,STRIKE AGENT
STRIKE AGENT #2,STRIKE AGENT
TEXT MESSAGE,STRIKE AGENT
WOMAN ON PA,STRIKE AGENT
THE SMITHSONIAN NARRATOR,STRIKE AGENT
STRIKE AGENT #3,COM TECH #2
STRIKE AGENT #1,COM TECH #2
DURAND,COM TECH #2
STRIKE AGENT #2,COM TECH #2
DOCTOR #1,COM TECH #2
SHIELD AGENT #3,COM TECH #2
JACK ROLLINS,COM TECH #2
FRENCH PIRATE #2,COM TECH #2
SHIELD AGENT #1,COM TECH #2
SMITHSONIAN GUARD,COM TECH #2
COUNCILMAN HAWLEY,COM TECH #2
TEXT MESSAGE,COM TECH #2
QUINJET PILOT,COM TECH #2
OLD FOOTAGE RECORDING,COM TECH #2
SHIELD PILOT,COM TECH #2
FEMALE NURSE,COM TECH #2
HYDRA DISPATCH,COM TECH #2
SCIENTIST #1,COM TECH #2
COUNCILMAN YEN,COM TECH #2
MAN ON PA,COM TECH #2
WOMAN ON PA,COM TECH #2
COUNCILWOMAN HAWLEY,COM TECH #2
GEORGES BATROC,COM TECH #2
SCUDDER,COM TECH #2
SHIELD AGENT #2,COM TECH #2
STRIKE AGENT,COM TECH #2
RENATA,COM TECH #2
FEMALE WAR VETERAN,COM TECH #2
COMMITTEE GENERAL,COM TECH #2
THE SMITHSONIAN NARRATOR,COM TECH #2
MALE NURSE,COM TECH #2
FRENCH PIRATE,COM TECH #2
COUNCILMAN SINGH,COM TECH #2
SERGEANT DUFFY,COM TECH #2
PILOT,COM TECH #2
FRENCH PIRATE #1,COM TECH #2
COMPUTER,COM TECH #2
SHIELD TECH,COM TECH #2
DOCTOR,COM TECH #2
DR. LIST,COM TECH #2
COUNCILMAN ROCKWELL,COM TECH #2
SHIELD COMPUTER,COM TECH #2
FURY'S CAR,COM TECH #2
SHIELD AGENT,COM TECH #2
JASPER SITWELL,COM TECH #2
SENATOR STERN,COM TECH #2
SHARON CARTER,COM TECH #2
DR. ARNIM ZOLA,COM TECH #2
MARIA HILL,COM TECH #2
PEGGY CARTER,COM TECH #2
SAM WILSON,COM TECH #2
NICK FURY,COM TECH #2
NATASHA ROMANOFF,COM TECH #2
STEVE ROGERS,COM TECH #2
STRIKE AGENT #3,SHIELD AGENT #2
STRIKE AGENT #1,SHIELD AGENT #2
STRIKE AGENT #2,SHIELD AGENT #2
SHIELD AGENT #3,SHIELD AGENT #2
SMITHSONIAN GUARD,SHIELD AGENT #2
TEXT MESSAGE,SHIELD AGENT #2
SHIELD PILOT,SHIELD AGENT #2
WOMAN ON PA,SHIELD AGENT #2
STRIKE AGENT,SHIELD AGENT #2
THE SMITHSONIAN NARRATOR,SHIELD AGENT #2
SHIELD TECH,SHIELD AGENT #2
SHIELD COMPUTER,SHIELD AGENT #2
STEVE ROGERS,SHIELD AGENT #2
STRIKE AGENT #3,SCUDDER
STRIKE AGENT #1,SCUDDER
STRIKE AGENT #2,SCUDDER
SHIELD AGENT #3,SCUDDER
SHIELD AGENT #1,SCUDDER
SMITHSONIAN GUARD,SCUDDER
TEXT MESSAGE,SCUDDER
SHIELD PILOT,SCUDDER
WOMAN ON PA,SCUDDER
SHIELD AGENT #2,SCUDDER
STRIKE AGENT,SCUDDER
THE SMITHSONIAN NARRATOR,SCUDDER
SERGEANT DUFFY,SCUDDER
SHIELD TECH,SCUDDER
SHIELD COMPUTER,SCUDDER
SHIELD AGENT,SCUDDER
SENATOR STERN,SCUDDER
SHARON CARTER,SCUDDER
STEVE ROGERS,SCUDDER
STRIKE AGENT #3,GEORGES BATROC
STRIKE AGENT #1,GEORGES BATROC
STRIKE AGENT #2,GEORGES BATROC
SHIELD AGENT #3,GEORGES BATROC
JACK ROLLINS,GEORGES BATROC
SHIELD AGENT #1,GEORGES BATROC
SMITHSONIAN GUARD,GEORGES BATROC
TEXT MESSAGE,GEORGES BATROC
QUINJET PILOT,GEORGES BATROC
OLD FOOTAGE RECORDING,GEORGES BATROC
SHIELD PILOT,GEORGES BATROC
HYDRA DISPATCH,GEORGES BATROC
SCIENTIST #1,GEORGES BATROC
MAN ON PA,GEORGES BATROC
WOMAN ON PA,GEORGES BATROC
SCUDDER,GEORGES BATROC
SHIELD AGENT #2,GEORGES BATROC
STRIKE AGENT,GEORGES BATROC
RENATA,GEORGES BATROC
THE SMITHSONIAN NARRATOR,GEORGES BATROC
MALE NURSE,GEORGES BATROC
SERGEANT DUFFY,GEORGES BATROC
PILOT,GEORGES BATROC
SHIELD TECH,GEORGES BATROC
SHIELD COMPUTER,GEORGES BATROC
SHIELD AGENT,GEORGES BATROC
JASPER SITWELL,GEORGES BATROC
SENATOR STERN,GEORGES BATROC
SHARON CARTER,GEORGES BATROC
MARIA HILL,GEORGES BATROC
PEGGY CARTER,GEORGES BATROC
SAM WILSON,GEORGES BATROC
NICK FURY,GEORGES BATROC
NATASHA ROMANOFF,GEORGES BATROC
STEVE ROGERS,GEORGES BATROC
STRIKE AGENT #3,COUNCILWOMAN HAWLEY
STRIKE AGENT #1,COUNCILWOMAN HAWLEY
DURAND,COUNCILWOMAN HAWLEY
STRIKE AGENT #2,COUNCILWOMAN HAWLEY
DOCTOR #1,COUNCILWOMAN HAWLEY
SHIELD AGENT #3,COUNCILWOMAN HAWLEY
JACK ROLLINS,COUNCILWOMAN HAWLEY
FRENCH PIRATE #2,COUNCILWOMAN HAWLEY
SHIELD AGENT #1,COUNCILWOMAN HAWLEY
SMITHSONIAN GUARD,COUNCILWOMAN HAWLEY
TEXT MESSAGE,COUNCILWOMAN HAWLEY
QUINJET PILOT,COUNCILWOMAN HAWLEY
OLD FOOTAGE RECORDING,COUNCILWOMAN HAWLEY
SHIELD PILOT,COUNCILWOMAN HAWLEY
FEMALE NURSE,COUNCILWOMAN HAWLEY
HYDRA DISPATCH,COUNCILWOMAN HAWLEY
SCIENTIST #1,COUNCILWOMAN HAWLEY
MAN ON PA,COUNCILWOMAN HAWLEY
WOMAN ON PA,COUNCILWOMAN HAWLEY
GEORGES BATROC,COUNCILWOMAN HAWLEY
SCUDDER,COUNCILWOMAN HAWLEY
SHIELD AGENT #2,COUNCILWOMAN HAWLEY
STRIKE AGENT,COUNCILWOMAN HAWLEY
RENATA,COUNCILWOMAN HAWLEY
FEMALE WAR VETERAN,COUNCILWOMAN HAWLEY
THE SMITHSONIAN NARRATOR,COUNCILWOMAN HAWLEY
MALE NURSE,COUNCILWOMAN HAWLEY
FRENCH PIRATE,COUNCILWOMAN HAWLEY
SERGEANT DUFFY,COUNCILWOMAN HAWLEY
PILOT,COUNCILWOMAN HAWLEY
FRENCH PIRATE #1,COUNCILWOMAN HAWLEY
SHIELD TECH,COUNCILWOMAN HAWLEY
DOCTOR,COUNCILWOMAN HAWLEY
DR. LIST,COUNCILWOMAN HAWLEY
SHIELD COMPUTER,COUNCILWOMAN HAWLEY
FURY'S CAR,COUNCILWOMAN HAWLEY
SHIELD AGENT,COUNCILWOMAN HAWLEY
JASPER SITWELL,COUNCILWOMAN HAWLEY
SENATOR STERN,COUNCILWOMAN HAWLEY
SHARON CARTER,COUNCILWOMAN HAWLEY
DR. ARNIM ZOLA,COUNCILWOMAN HAWLEY
MARIA HILL,COUNCILWOMAN HAWLEY
PEGGY CARTER,COUNCILWOMAN HAWLEY
SAM WILSON,COUNCILWOMAN HAWLEY
NICK FURY,COUNCILWOMAN HAWLEY
NATASHA ROMANOFF,COUNCILWOMAN HAWLEY
STEVE ROGERS,COUNCILWOMAN HAWLEY
STRIKE AGENT #3,MAN ON PA
STRIKE AGENT #1,MAN ON PA
STRIKE AGENT #2,MAN ON PA
SHIELD AGENT #3,MAN ON PA
SHIELD AGENT #1,MAN ON PA
SMITHSONIAN GUARD,MAN ON PA
TEXT MESSAGE,MAN ON PA
QUINJET PILOT,MAN ON PA
OLD FOOTAGE RECORDING,MAN ON PA
SHIELD PILOT,MAN ON PA
SCIENTIST #1,MAN ON PA
WOMAN ON PA,MAN ON PA
SCUDDER,MAN ON PA
SHIELD AGENT #2,MAN ON PA
STRIKE AGENT,MAN ON PA
RENATA,MAN ON PA
THE SMITHSONIAN NARRATOR,MAN ON PA
SERGEANT DUFFY,MAN ON PA
PILOT,MAN ON PA
SHIELD TECH,MAN ON PA
SHIELD COMPUTER,MAN ON PA
SHIELD AGENT,MAN ON PA
SENATOR STERN,MAN ON PA
SHARON CARTER,MAN ON PA
MARIA HILL,MAN ON PA
PEGGY CARTER,MAN ON PA
SAM WILSON,MAN ON PA
NICK FURY,MAN ON PA
NATASHA ROMANOFF,MAN ON PA
STEVE ROGERS,MAN ON PA
STRIKE AGENT #3,COUNCILMAN YEN
STRIKE AGENT #1,COUNCILMAN YEN
DURAND,COUNCILMAN YEN
STRIKE AGENT #2,COUNCILMAN YEN
DOCTOR #1,COUNCILMAN YEN
SHIELD AGENT #3,COUNCILMAN YEN
JACK ROLLINS,COUNCILMAN YEN
FRENCH PIRATE #2,COUNCILMAN YEN
SHIELD AGENT #1,COUNCILMAN YEN
SMITHSONIAN GUARD,COUNCILMAN YEN
TEXT MESSAGE,COUNCILMAN YEN
QUINJET PILOT,COUNCILMAN YEN
OLD FOOTAGE RECORDING,COUNCILMAN YEN
SHIELD PILOT,COUNCILMAN YEN
FEMALE NURSE,COUNCILMAN YEN
HYDRA DISPATCH,COUNCILMAN YEN
SCIENTIST #1,COUNCILMAN YEN
MAN ON PA,COUNCILMAN YEN
WOMAN ON PA,COUNCILMAN YEN
COUNCILWOMAN HAWLEY,COUNCILMAN YEN
GEORGES BATROC,COUNCILMAN YEN
SCUDDER,COUNCILMAN YEN
SHIELD AGENT #2,COUNCILMAN YEN
STRIKE AGENT,COUNCILMAN YEN
RENATA,COUNCILMAN YEN
FEMALE WAR VETERAN,COUNCILMAN YEN
THE SMITHSONIAN NARRATOR,COUNCILMAN YEN
MALE NURSE,COUNCILMAN YEN
FRENCH PIRATE,COUNCILMAN YEN
SERGEANT DUFFY,COUNCILMAN YEN
PILOT,COUNCILMAN YEN
FRENCH PIRATE #1,COUNCILMAN YEN
SHIELD TECH,COUNCILMAN YEN
DOCTOR,COUNCILMAN YEN
DR. LIST,COUNCILMAN YEN
SHIELD COMPUTER,COUNCILMAN YEN
FURY'S CAR,COUNCILMAN YEN
SHIELD AGENT,COUNCILMAN YEN
JASPER SITWELL,COUNCILMAN YEN
SENATOR STERN,COUNCILMAN YEN
SHARON CARTER,COUNCILMAN YEN
DR. ARNIM ZOLA,COUNCILMAN YEN
MARIA HILL,COUNCILMAN YEN
PEGGY CARTER,COUNCILMAN YEN
SAM WILSON,COUNCILMAN YEN
NICK FURY,COUNCILMAN YEN
NATASHA ROMANOFF,COUNCILMAN YEN
STEVE ROGERS,COUNCILMAN YEN
STRIKE AGENT #3,SCIENTIST #1
STRIKE AGENT #1,SCIENTIST #1
STRIKE AGENT #2,SCIENTIST #1
SHIELD AGENT #3,SCIENTIST #1
SHIELD AGENT #1,SCIENTIST #1
SMITHSONIAN GUARD,SCIENTIST #1
TEXT MESSAGE,SCIENTIST #1
SHIELD PILOT,SCIENTIST #1
WOMAN ON PA,SCIENTIST #1
SCUDDER,SCIENTIST #1
SHIELD AGENT #2,SCIENTIST #1
STRIKE AGENT,SCIENTIST #1
THE SMITHSONIAN NARRATOR,SCIENTIST #1
SERGEANT DUFFY,SCIENTIST #1
SHIELD TECH,SCIENTIST #1
SHIELD COMPUTER,SCIENTIST #1
SHIELD AGENT,SCIENTIST #1
SENATOR STERN,SCIENTIST #1
SHARON CARTER,SCIENTIST #1
STEVE ROGERS,SCIENTIST #1
STRIKE AGENT #3,HYDRA DISPATCH
STRIKE AGENT #1,HYDRA DISPATCH
STRIKE AGENT #2,HYDRA DISPATCH
SHIELD AGENT #3,HYDRA DISPATCH
JACK ROLLINS,HYDRA DISPATCH
SHIELD AGENT #1,HYDRA DISPATCH
SMITHSONIAN GUARD,HYDRA DISPATCH
TEXT MESSAGE,HYDRA DISPATCH
QUINJET PILOT,HYDRA DISPATCH
OLD FOOTAGE RECORDING,HYDRA DISPATCH
SHIELD PILOT,HYDRA DISPATCH
SCIENTIST #1,HYDRA DISPATCH
MAN ON PA,HYDRA DISPATCH
WOMAN ON PA,HYDRA DISPATCH
SCUDDER,HYDRA DISPATCH
SHIELD AGENT #2,HYDRA DISPATCH
STRIKE AGENT,HYDRA DISPATCH
RENATA,HYDRA DISPATCH
THE SMITHSONIAN NARRATOR,HYDRA DISPATCH
MALE NURSE,HYDRA DISPATCH
SERGEANT DUFFY,HYDRA DISPATCH
PILOT,HYDRA DISPATCH
SHIELD TECH,HYDRA DISPATCH
SHIELD COMPUTER,HYDRA DISPATCH
SHIELD AGENT,HYDRA DISPATCH
JASPER SITWELL,HYDRA DISPATCH
SENATOR STERN,HYDRA DISPATCH
SHARON CARTER,HYDRA DISPATCH
MARIA HILL,HYDRA DISPATCH
PEGGY CARTER,HYDRA DISPATCH
SAM WILSON,HYDRA DISPATCH
NICK FURY,HYDRA DISPATCH
NATASHA ROMANOFF,HYDRA DISPATCH
STEVE ROGERS,HYDRA DISPATCH
STRIKE AGENT #3,FEMALE NURSE
STRIKE AGENT #1,FEMALE NURSE
STRIKE AGENT #2,FEMALE NURSE
SHIELD AGENT #3,FEMALE NURSE
JACK ROLLINS,FEMALE NURSE
FRENCH PIRATE #2,FEMALE NURSE
SHIELD AGENT #1,FEMALE NURSE
SMITHSONIAN GUARD,FEMALE NURSE
TEXT MESSAGE,FEMALE NURSE
QUINJET PILOT,FEMALE NURSE
OLD FOOTAGE RECORDING,FEMALE NURSE
SHIELD PILOT,FEMALE NURSE
HYDRA DISPATCH,FEMALE NURSE
SCIENTIST #1,FEMALE NURSE
MAN ON PA,FEMALE NURSE
WOMAN ON PA,FEMALE NURSE
GEORGES BATROC,FEMALE NURSE
SCUDDER,FEMALE NURSE
SHIELD AGENT #2,FEMALE NURSE
STRIKE AGENT,FEMALE NURSE
RENATA,FEMALE NURSE
FEMALE WAR VETERAN,FEMALE NURSE
THE SMITHSONIAN NARRATOR,FEMALE NURSE
MALE NURSE,FEMALE NURSE
FRENCH PIRATE,FEMALE NURSE
SERGEANT DUFFY,FEMALE NURSE
PILOT,FEMALE NURSE
FRENCH PIRATE #1,FEMALE NURSE
SHIELD TECH,FEMALE NURSE
SHIELD COMPUTER,FEMALE NURSE
FURY'S CAR,FEMALE NURSE
SHIELD AGENT,FEMALE NURSE
JASPER SITWELL,FEMALE NURSE
SENATOR STERN,FEMALE NURSE
SHARON CARTER,FEMALE NURSE
MARIA HILL,FEMALE NURSE
PEGGY CARTER,FEMALE NURSE
SAM WILSON,FEMALE NURSE
NICK FURY,FEMALE NURSE
NATASHA ROMANOFF,FEMALE NURSE
STEVE ROGERS,FEMALE NURSE
STRIKE AGENT #3,BAILIFF
STRIKE AGENT #1,BAILIFF
DURAND,BAILIFF
STRIKE AGENT #2,BAILIFF
DOCTOR #1,BAILIFF
SHIELD AGENT #3,BAILIFF
JACK ROLLINS,BAILIFF
FRENCH PIRATE #2,BAILIFF
SHIELD AGENT #1,BAILIFF
SMITHSONIAN GUARD,BAILIFF
COUNCILMAN HAWLEY,BAILIFF
TEXT MESSAGE,BAILIFF
QUINJET PILOT,BAILIFF
OLD FOOTAGE RECORDING,BAILIFF
SHIELD PILOT,BAILIFF
FEMALE NURSE,BAILIFF
HYDRA DISPATCH,BAILIFF
SCIENTIST #1,BAILIFF
COUNCILMAN YEN,BAILIFF
MAN ON PA,BAILIFF
WOMAN ON PA,BAILIFF
COUNCILWOMAN HAWLEY,BAILIFF
GEORGES BATROC,BAILIFF
SCUDDER,BAILIFF
SHIELD AGENT #2,BAILIFF
COM TECH #2,BAILIFF
STRIKE AGENT,BAILIFF
RENATA,BAILIFF
FEMALE WAR VETERAN,BAILIFF
COMMITTEE GENERAL,BAILIFF
THE SMITHSONIAN NARRATOR,BAILIFF
MALE NURSE,BAILIFF
FRENCH PIRATE,BAILIFF
CHARLIE XO,BAILIFF
COM TECH #1,BAILIFF
COUNCILMAN SINGH,BAILIFF
SERGEANT DUFFY,BAILIFF
CHARLIE WEAPONS TECH,BAILIFF
PILOT,BAILIFF
FRENCH PIRATE #1,BAILIFF
COMPUTER,BAILIFF
SHIELD TECH,BAILIFF
DOCTOR,BAILIFF
DR. LIST,BAILIFF
COUNCILMAN ROCKWELL,BAILIFF
SHIELD COMPUTER,BAILIFF
FURY'S CAR,BAILIFF
SHIELD AGENT,BAILIFF
BARON WOLFGANG VON STRUCKER,BAILIFF
JASPER SITWELL,BAILIFF
SENATOR STERN,BAILIFF
SHARON CARTER,BAILIFF
DR. ARNIM ZOLA,BAILIFF
BROCK RUMLOW,BAILIFF
MARIA HILL,BAILIFF
PEGGY CARTER,BAILIFF
BUCKY BARNES,BAILIFF
SAM WILSON,BAILIFF
NICK FURY,BAILIFF
NATASHA ROMANOFF,BAILIFF
STEVE ROGERS,BAILIFF
STRIKE AGENT #3,SHIELD PILOT
STRIKE AGENT #1,SHIELD PILOT
STRIKE AGENT #2,SHIELD PILOT
SMITHSONIAN GUARD,SHIELD PILOT
TEXT MESSAGE,SHIELD PILOT
WOMAN ON PA,SHIELD PILOT
STRIKE AGENT,SHIELD PILOT
THE SMITHSONIAN NARRATOR,SHIELD PILOT
SHIELD TECH,SHIELD PILOT
STEVE ROGERS,SHIELD PILOT
STRIKE AGENT #3,OLD FOOTAGE RECORDING
STRIKE AGENT #1,OLD FOOTAGE RECORDING
STRIKE AGENT #2,OLD FOOTAGE RECORDING
SHIELD AGENT #3,OLD FOOTAGE RECORDING
SHIELD AGENT #1,OLD FOOTAGE RECORDING
SMITHSONIAN GUARD,OLD FOOTAGE RECORDING
TEXT MESSAGE,OLD FOOTAGE RECORDING
QUINJET PILOT,OLD FOOTAGE RECORDING
SHIELD PILOT,OLD FOOTAGE RECORDING
SCIENTIST #1,OLD FOOTAGE RECORDING
WOMAN ON PA,OLD FOOTAGE RECORDING
SCUDDER,OLD FOOTAGE RECORDING
SHIELD AGENT #2,OLD FOOTAGE RECORDING
STRIKE AGENT,OLD FOOTAGE RECORDING
RENATA,OLD FOOTAGE RECORDING
THE SMITHSONIAN NARRATOR,OLD FOOTAGE RECORDING
SERGEANT DUFFY,OLD FOOTAGE RECORDING
PILOT,OLD FOOTAGE RECORDING
SHIELD TECH,OLD FOOTAGE RECORDING
SHIELD COMPUTER,OLD FOOTAGE RECORDING
SHIELD AGENT,OLD FOOTAGE RECORDING
SENATOR STERN,OLD FOOTAGE RECORDING
SHARON CARTER,OLD FOOTAGE RECORDING
PEGGY CARTER,OLD FOOTAGE RECORDING
SAM WILSON,OLD FOOTAGE RECORDING
STEVE ROGERS,OLD FOOTAGE RECORDING
STRIKE AGENT #3,QUINJET PILOT
STRIKE AGENT #1,QUINJET PILOT
STRIKE AGENT #2,QUINJET PILOT
SHIELD AGENT #3,QUINJET PILOT
SHIELD AGENT #1,QUINJET PILOT
SMITHSONIAN GUARD,QUINJET PILOT
TEXT MESSAGE,QUINJET PILOT
SHIELD PILOT,QUINJET PILOT
SCIENTIST #1,QUINJET PILOT
WOMAN ON PA,QUINJET PILOT
SCUDDER,QUINJET PILOT
SHIELD AGENT #2,QUINJET PILOT
STRIKE AGENT,QUINJET PILOT
RENATA,QUINJET PILOT
THE SMITHSONIAN NARRATOR,QUINJET PILOT
SERGEANT DUFFY,QUINJET PILOT
SHIELD TECH,QUINJET PILOT
SHIELD COMPUTER,QUINJET PILOT
SHIELD AGENT,QUINJET PILOT
SENATOR STERN,QUINJET PILOT
SHARON CARTER,QUINJET PILOT
SAM WILSON,QUINJET PILOT
STEVE ROGERS,QUINJET PILOT
STRIKE AGENT #3,25TH FLOOR STRIKE AGENT
STRIKE AGENT #1,25TH FLOOR STRIKE AGENT
DURAND,25TH FLOOR STRIKE AGENT
STRIKE AGENT #2,25TH FLOOR STRIKE AGENT
DOCTOR #1,25TH FLOOR STRIKE AGENT
SHIELD AGENT #3,25TH FLOOR STRIKE AGENT
JACK ROLLINS,25TH FLOOR STRIKE AGENT
FRENCH PIRATE #2,25TH FLOOR STRIKE AGENT
SHIELD AGENT #1,25TH FLOOR STRIKE AGENT
SMITHSONIAN GUARD,25TH FLOOR STRIKE AGENT
COUNCILMAN HAWLEY,25TH FLOOR STRIKE AGENT
TEXT MESSAGE,25TH FLOOR STRIKE AGENT
QUINJET PILOT,25TH FLOOR STRIKE AGENT
OLD FOOTAGE RECORDING,25TH FLOOR STRIKE AGENT
SHIELD PILOT,25TH FLOOR STRIKE AGENT
BAILIFF,25TH FLOOR STRIKE AGENT
FEMALE NURSE,25TH FLOOR STRIKE AGENT
HYDRA DISPATCH,25TH FLOOR STRIKE AGENT
SCIENTIST #1,25TH FLOOR STRIKE AGENT
COUNCILMAN YEN,25TH FLOOR STRIKE AGENT
MAN ON PA,25TH FLOOR STRIKE AGENT
WOMAN ON PA,25TH FLOOR STRIKE AGENT
COUNCILWOMAN HAWLEY,25TH FLOOR STRIKE AGENT
GEORGES BATROC,25TH FLOOR STRIKE AGENT
SCUDDER,25TH FLOOR STRIKE AGENT
SHIELD AGENT #2,25TH FLOOR STRIKE AGENT
COM TECH #2,25TH FLOOR STRIKE AGENT
STRIKE AGENT,25TH FLOOR STRIKE AGENT
RENATA,25TH FLOOR STRIKE AGENT
FEMALE WAR VETERAN,25TH FLOOR STRIKE AGENT
COMMITTEE GENERAL,25TH FLOOR STRIKE AGENT
THE SMITHSONIAN NARRATOR,25TH FLOOR STRIKE AGENT
MALE NURSE,25TH FLOOR STRIKE AGENT
FRENCH PIRATE,25TH FLOOR STRIKE AGENT
CHARLIE XO,25TH FLOOR STRIKE AGENT
COM TECH #1,25TH FLOOR STRIKE AGENT
APPLE EMPLOYEE,25TH FLOOR STRIKE AGENT
COUNCILMAN SINGH,25TH FLOOR STRIKE AGENT
SERGEANT DUFFY,25TH FLOOR STRIKE AGENT
CHARLIE WEAPONS TECH,25TH FLOOR STRIKE AGENT
PILOT,25TH FLOOR STRIKE AGENT
FRENCH PIRATE #1,25TH FLOOR STRIKE AGENT
COMPUTER,25TH FLOOR STRIKE AGENT
SHIELD TECH,25TH FLOOR STRIKE AGENT
DOCTOR,25TH FLOOR STRIKE AGENT
DR. LIST,25TH FLOOR STRIKE AGENT
COUNCILMAN ROCKWELL,25TH FLOOR STRIKE AGENT
SHIELD COMPUTER,25TH FLOOR STRIKE AGENT
FURY'S CAR,25TH FLOOR STRIKE AGENT
SHIELD AGENT,25TH FLOOR STRIKE AGENT
BARON WOLFGANG VON STRUCKER,25TH FLOOR STRIKE AGENT
JASPER SITWELL,25TH FLOOR STRIKE AGENT
SENATOR STERN,25TH FLOOR STRIKE AGENT
SHARON CARTER,25TH FLOOR STRIKE AGENT
DR. ARNIM ZOLA,25TH FLOOR STRIKE AGENT
BROCK RUMLOW,25TH FLOOR STRIKE AGENT
